"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2019-12-30",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-01-04",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-01-08",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-01-09",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-01-11",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-01-13",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-01-14",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-01-22",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-01-24",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-01-26",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-01-27",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-01-29",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-02-04",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-03-15",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-03-16",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-03-18",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-03-23",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-03-25",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-04-05",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-04-06",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-04-07",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-04-18",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-05-12",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-05-14",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-05-31",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-06-13",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-06-21",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-06-27",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-07-10",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-07-18",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-08-15",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-08-16",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-08-17",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-08-18",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-08-24",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-09-08",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-10-06",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-10-07",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-10-08",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-10-10",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-10-11",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-10-13",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-10-23",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-10-24",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-10-26",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-11-01",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-11-06",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-11-07",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-11-08",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-11-14",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-11-17",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-11-18",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-11-19",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-11-23",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-11-29",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-12-08",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-12-12",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-12-13",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-12-14",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-12-16",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-12-17",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-12-26",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2020-12-31",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-01-02",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-01-04",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-01-07",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-01-08",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-01-13",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-01-25",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-01-27",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-02-01",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-02-09",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-02-12",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-02-13",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-02-15",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-02-19",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-02-20",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-02-26",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-03-06",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-03-09",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-03-10",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-03-11",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-03-15",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-03-23",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-04-06",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-04-26",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-05-13",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-05-22",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-06-18",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-06-27",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-07-02",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-07-19",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-07-26",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-07-27",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-07-28",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-07-30",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-08-12",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-08-14",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-09-08",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-09-09",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-09-10",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-09-19",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-09-28",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-10-01",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-10-13",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-10-14",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-10-18",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-10-20",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-10-21",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-10-22",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-10-23",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-10-24",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-10-25",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-10-26",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-11-04",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-11-09",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-11-10",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-11-14",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-12-07",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-12-09",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-12-13",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-12-14",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-12-15",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-12-16",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-12-22",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-12-27",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-12-28",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2021-12-29",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-01-04",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-01-05",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-01-06",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-01-08",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-01-19",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-02-07",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-02-10",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-02-20",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-02-22",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-02-23",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-03-04",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-03-15",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-03-20",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-03-29",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-04-08",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-04-16",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-04-19",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-04-21",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-04-22",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-05-05",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-05-09",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-05-10",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-05-11",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-05-18",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-05-19",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-05-25",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-05-26",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-05-28",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-06-06",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-06-15",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-06-29",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-07-01",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-07-09",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-07-13",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-07-18",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-07-26",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-07-27",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-08-01",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-08-18",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-09-02",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-09-06",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-09-07",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-09-19",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-09-20",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-09-21",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-09-22",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-10-09",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-10-27",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-11-02",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-11-07",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-11-20",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2022-12-25",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2023-01-28",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2023-05-15",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2023-07-19",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2023-09-28",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2024-03-14",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2024-04-07",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2024-05-20",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2024-06-08",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2024-07-03",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2024-07-27",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2024-08-14",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2024-10-06",,,
"US1CASA0001","CARMICHAEL 1.6 SW, CA US","2024-12-30",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-01-01",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-01-02",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-01-05",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-01-07",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-01-08",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-01-10",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-01-13",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-01-17",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-01-19",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-01-21",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-01-31",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-02-05",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-02-08",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-02-11",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-02-12",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-02-18",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-02-19",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-02-20",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-02-21",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-02-22",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-02-23",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-02-24",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-02-25",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-02-27",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-02-28",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-01",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-04",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-07",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-08",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-09",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-10",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-11",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-12",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-13",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-14",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-15",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-16",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-17",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-18",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-19",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-21",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-22",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-24",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-25",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-26",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-28",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-29",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-03-30",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-01",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-03",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-04",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-05",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-06",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-07",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-08",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-09",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-10",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-11",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-12",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-13",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-14",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-15",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-16",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-17",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-18",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-19",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-20",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-21",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-22",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-23",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-24",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-25",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-26",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-27",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-28",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-29",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-04-30",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-01",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-02",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-03",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-04",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-05",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-06",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-07",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-08",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-09",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-10",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-11",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-12",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-13",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-14",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-15",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-17",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-18",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-20",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-21",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-22",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-24",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-25",,,
"US1CASA0045","FAIR OAKS 3.0 WNW, CA US","2019-05-26",,,
